Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
2746,1.226,,,,215.1656,2917,-1,Negative,,,,,216.1728,(M-H)-,,,,,,
2747,9.764,,,,705.5780,2916,-1,Negative,,,,,706.5852,(M-H)-,,,,,,
2748,3.455,,,,709.5088,2915,-1,Negative,,,,,710.5161,(M-H)-,,,,,,
2749,11.218,,,,693.5660,2914,-1,Negative,,,,,694.5732,(M-H)-,,,,,,
2750,1.007,,,,359.2804,2913,-1,Negative,,,,,360.2877,(M-H)-,,,,,,
2751,11.953,,,,737.6399,2909,-1,Negative,,,,,738.6472,(M-H)-,,,,,,
2752,0.953,,,,532.2614,2908,-1,Negative,,,,,533.2687,(M-H)-,,,,,,
2753,11.505,,,,810.6820,2907,-1,Negative,,,,,811.6893,(M-H)-,,,,,,
2754,9.590,,,,849.5972,2906,-1,Negative,,,,,850.6045,(M-H)-,,,,,,
2755,9.748,,,,740.5642,2904,-1,Negative,,,,,741.5715,(M-H)-,,,,,,
2756,5.106,,,,975.4598,2901,-1,Negative,,,,,976.4671,(M-H)-,,,,,,
2757,9.657,,,,955.6274,2896,-1,Negative,,,,,956.6346,(M-H)-,,,,,,
2758,3.650,,,,807.4123,2894,-1,Negative,,,,,808.4196,(M-H)-,,,,,,
2759,7.537,,,,700.4926,2892,-1,Negative,Phosphatidylethanolamine,PE 16:1_17:1,,C38H72NO8P,701.4996,(M-H)-,700.4923,0.4,0.4,78.73,PE 33:2,1,PE 16:1/17:1,100.0
2760,3.652,,,,943.3868,2891,-1,Negative,,,,,944.3940,(M-H)-,,,,,,
2761,10.606,,,,908.5612,2889,-1,Negative,,,,,909.5685,(M-H)-,,,,,,
2762,10.198,,,,1161.7343,2888,-1,Negative,,,,,1162.7416,(M-H)-,,,,,,
2763,11.581,,,,984.7407,2887,-1,Negative,,,,,985.7480,(M-H)-,,,,,,
2764,3.346,,,,312.2544,2885,-1,Negative,,,,,313.2617,(M-H)-,,,,,,
2765,0.869,,,,288.1200,2877,-1,Negative,,,,,289.1273,(M-H)-,,,,,,
2766,8.751,,,,839.6025,2874,-1,Negative,,,,,840.6097,(M-H)-,,,,,,
2767,5.781,,,,606.3981,2868,-1,Negative,,,,,607.4054,(M-H)-,,,,,,
2768,9.249,,,,852.5297,2866,-1,Negative,,,,,853.5370,(M-H)-,,,,,,
2769,11.801,,,,986.7584,2865,-1,Negative,,,,,987.7657,(M-H)-,,,,,,
2770,10.761,,,,727.6219,2863,-1,Negative,,,,,728.6291,(M-H)-,,,,,,
2771,5.741,,,,605.3758,2862,-1,Negative,,,,,606.3830,(M-H)-,,,,,,
2772,4.421,,,,812.5093,2860,-1,Negative,,,,,813.5166,(M-H)-,,,,,,
2773,12.049,,,,732.6619,2859,-1,Negative,,,,,733.6692,(M-H)-,,,,,,
2774,11.591,,,,930.6933,2858,-1,Negative,,,,,931.7006,(M-H)-,,,,,,
2775,1.830,,,,303.2332,2858,-1,Negative,,,,,304.2404,(M-H)-,,,,,,
2776,10.239,,,,1498.2029,2853,-1,Negative,,,,,1499.2102,(M-H)-,,,,,,
2777,2.546,,,,1068.7222,2851,-1,Negative,,,,,1069.7295,(M-H)-,,,,,,
2778,4.473,,,,608.1515,2851,-1,Negative,,,,,609.1588,(M-H)-,,,,,,
2779,5.133,,,,637.9755,2848,-1,Negative,,,,,638.9828,(M-H)-,,,,,,
2780,10.108,,,,313.0789,2843,-1,Negative,,,,,314.0862,(M-H)-,,,,,,
2781,12.297,,,,735.6628,2841,-1,Negative,,,,,736.6701,(M-H)-,,,,,,
2782,1.075,,,,358.2062,2840,-1,Negative,,,,,359.2135,(M-H)-,,,,,,
2783,5.664,,,,634.4707,2832,-1,Negative,,,,,635.4780,(M-H)-,,,,,,
2784,1.831,,,,1043.6091,2831,-1,Negative,,,,,1044.6164,(M-H)-,,,,,,
2785,10.058,,,,947.6022,2829,-1,Negative,,,,,948.6095,(M-H)-,,,,,,
2786,12.062,,,,694.5905,2827,-2,Negative,,,,,1391.1956,(M-2H)-2,,,,,,
2787,8.453,,,,672.5243,2825,-1,Negative,,,,,673.5316,(M-H)-,,,,,,
2788,5.332,,,,1199.4199,2825,-1,Negative,,,,,1200.4272,(M-H)-,,,,,,
2789,4.076,,,,552.4033,2821,-1,Negative,,,,,553.4105,(M-H)-,,,,,,
2790,11.080,,,,624.5942,2820,-1,Negative,,,,,625.6015,(M-H)-,,,,,,
2791,5.543,,,,901.5444,2820,-1,Negative,,,,,902.5517,(M-H)-,,,,,,
2792,9.404,,,,1283.7517,2808,-1,Negative,,,,,1284.7590,(M-H)-,,,,,,
2793,11.324,,,,666.5716,2804,-2,Negative,,,,,1335.1577,(M-2H)-2,,,,,,
2794,3.816,,,,416.3169,2800,-1,Negative,,,,,417.3242,(M-H)-,,,,,,
2795,11.184,,,,761.5856,2800,-2,Negative,,,,,1525.1857,(M-2H)-2,,,,,,
2796,2.714,,,,619.3194,2797,-1,Negative,,,,,620.3267,(M-H)-,,,,,,
2797,11.358,,,,882.7044,2795,-1,Negative,,,,,883.7117,(M-H)-,,,,,,
2798,14.159,,,,1491.9629,2793,-1,Negative,,,,,1492.9702,(M-H)-,,,,,,
2799,14.512,,,,1101.9061,2790,-1,Negative,,,,,1102.9134,(M-H)-,,,,,,
2800,12.777,,,,1391.8993,2789,-1,Negative,,,,,1392.9066,(M-H)-,,,,,,
2801,7.551,,,,645.4496,2789,-1,Negative,,,,,646.4569,(M-H)-,,,,,,
2802,6.842,,,,673.5047,2786,-1,Negative,,,,,674.5120,(M-H)-,,,,,,
2803,7.810,,,,896.6002,2786,-1,Negative,,,,,897.6075,(M-H)-,,,,,,
2804,3.720,,,,450.2996,2786,-1,Negative,,,,,451.3069,(M-H)-,,,,,,
2805,3.880,,,,596.3945,2783,-1,Negative,,,,,597.4018,(M-H)-,,,,,,
2806,6.003,,,,927.5381,2782,-1,Negative,,,,,928.5454,(M-H)-,,,,,,
2807,7.130,,,,907.5805,2781,-1,Negative,,,,,908.5878,(M-H)-,,,,,,
2808,4.955,,,,821.4968,2780,-1,Negative,,,,,822.5041,(M-H)-,,,,,,
2809,14.021,,,,1191.8846,2776,-1,Negative,,,,,1192.8919,(M-H)-,,,,,,
2810,2.909,,,,608.2522,2776,-1,Negative,,,,,609.2595,(M-H)-,,,,,,
2811,5.653,,,,566.4033,2768,-1,Negative,,,,,567.4106,(M-H)-,,,,,,
2812,10.196,,,,1261.7776,2768,-1,Negative,,,,,1262.7849,(M-H)-,,,,,,
2813,10.104,,,,602.5286,2762,-1,Negative,,,,,603.5359,(M-H)-,,,,,,
2814,14.024,,,,1435.9628,2761,-1,Negative,,,,,1436.9700,(M-H)-,,,,,,
2815,10.036,,,,869.6749,2754,-1,Negative,,,,,870.6822,(M-H)-,,,,,,
2816,10.556,,,,968.6409,2753,-1,Negative,,,,,969.6481,(M-H)-,,,,,,
2817,3.349,,,,367.1848,2752,-1,Negative,,,,,368.1921,(M-H)-,,,,,,
2818,8.285,,,,820.5487,2749,-1,Negative,,,,,821.5559,(M-H)-,,,,,,
2819,4.552,,,,455.2561,2748,-1,Negative,,,,,456.2634,(M-H)-,,,,,,
2820,4.091,,,,600.2888,2747,-1,Negative,,,,,601.2961,(M-H)-,,,,,,
2821,6.852,,,,922.4830,2744,-1,Negative,,,,,923.4903,(M-H)-,,,,,,
2822,1.128,,,,689.3870,2738,-1,Negative,,,,,690.3943,(M-H)-,,,,,,
2823,8.790,,,,818.5702,2734,-1,Negative,,,,,819.5775,(M-H)-,,,,,,
2824,5.672,,,,902.4787,2733,-1,Negative,,,,,903.4860,(M-H)-,,,,,,
2825,2.574,,,,579.3419,2732,-1,Negative,,,,,580.3492,(M-H)-,,,,,,
2826,7.696,,,,902.5169,2731,-1,Negative,,,,,903.5242,(M-H)-,,,,,,
2827,8.411,,,,577.5529,2730,-1,Negative,,,,,578.5602,(M-H)-,,,,,,
2828,2.295,,,,524.2277,2729,-1,Negative,,,,,525.2350,(M-H)-,,,,,,
2829,14.617,,,,950.8649,2726,-1,Negative,,,,,951.8722,(M-H)-,,,,,,
2830,11.657,,,,1077.6687,2725,-1,Negative,,,,,1078.6759,(M-H)-,,,,,,
2831,5.264,,,,490.3209,2724,-1,Negative,,,,,491.3282,(M-H)-,,,,,,
2832,12.373,,,,1011.7628,2722,-1,Negative,Hemibismonoacylglycerophosphate,HBMP 52:2,,C58H109O11P,1012.7708,(M-H)-,1011.7635,-0.7,0.7,71.19,HBMP 52:2,18,,
2833,4.351,,,,545.2923,2722,-1,Negative,,,,,546.2995,(M-H)-,,,,,,
2834,6.647,,,,864.5329,2722,-1,Negative,,,,,865.5401,(M-H)-,,,,,,
2835,12.241,,,,1443.9326,2720,-1,Negative,,,,,1444.9399,(M-H)-,,,,,,
2836,9.248,,,,738.5433,2720,-1,Negative,,,,,739.5506,(M-H)-,,,,,,
2837,0.943,,,,565.2875,2717,-1,Negative,,,,,566.2948,(M-H)-,,,,,,
2838,12.031,,,,955.7104,2716,-1,Negative,,,,,956.7177,(M-H)-,,,,,,
2839,10.842,,,,776.6231,2716,-1,Negative,,,,,777.6304,(M-H)-,,,,,,
2840,6.350,,,,842.5550,2715,-1,Negative,,,,,843.5623,(M-H)-,,,,,,
2841,4.453,,,,377.2725,2714,-1,Negative,,,,,378.2797,(M-H)-,,,,,,
2842,12.029,,,,900.7143,2714,-1,Negative,,,,,901.7216,(M-H)-,,,,,,
2843,6.759,,,,922.5444,2714,-1,Negative,,,,,923.5517,(M-H)-,,,,,,
2844,5.108,,,,373.2680,2712,-1,Negative,,,,,374.2753,(M-H)-,,,,,,
2845,10.562,,,,1074.7539,2711,-1,Negative,,,,,1075.7612,(M-H)-,,,,,,
2846,5.396,,,,729.4707,2710,-1,Negative,,,,,730.4780,(M-H)-,,,,,,
2847,3.160,,,,803.2847,2709,-1,Negative,,,,,804.2920,(M-H)-,,,,,,
2848,13.199,,,,846.7552,2701,-1,Negative,,,,,847.7625,(M-H)-,,,,,,
2849,0.846,,,,281.1763,2700,-1,Negative,,,,,282.1836,(M-H)-,,,,,,
2850,14.274,,,,1490.0099,2699,-1,Negative,,,,,1491.0172,(M-H)-,,,,,,
2851,4.618,,,,1089.5750,2698,-1,Negative,,,,,1090.5822,(M-H)-,,,,,,
2852,3.986,,,,552.3680,2697,-1,Negative,,,,,553.3753,(M-H)-,,,,,,
2853,13.208,,,,1487.9201,2695,-1,Negative,,,,,1488.9274,(M-H)-,,,,,,
2854,11.116,,,,718.6131,2692,-1,Negative,,,,,719.6204,(M-H)-,,,,,,
2855,1.395,,,,520.2685,2691,-1,Negative,,,,,521.2758,(M-H)-,,,,,,
2856,13.104,,,,1188.3546,2689,-1,Negative,,,,,1189.3618,(M-H)-,,,,,,
2857,4.621,,,,799.2246,2687,-1,Negative,,,,,800.2319,(M-H)-,,,,,,
2858,2.788,,,,665.4473,2686,-1,Negative,,,,,666.4546,(M-H)-,,,,,,
2859,1.723,,,,606.3021,2685,-1,Negative,,,,,607.3093,(M-H)-,,,,,,
2860,5.515,,,,927.4637,2684,-1,Negative,,,,,928.4710,(M-H)-,,,,,,
2861,1.097,,,,313.2384,2680,-1,Negative,,,,,314.2457,(M-H)-,,,,,,
2862,6.175,,,,590.4470,2675,-1,Negative,,,,,591.4543,(M-H)-,,,,,,
2863,2.647,,,,852.9811,2674,-1,Negative,,,,,853.9884,(M-H)-,,,,,,
2864,5.136,,,,454.4582,2673,-1,Negative,,,,,455.4655,(M-H)-,,,,,,
2865,3.104,,,,582.3424,2672,-1,Negative,,,,,583.3496,(M-H)-,,,,,,
2866,10.330,,,,694.5596,2670,-1,Negative,,,,,695.5668,(M-H)-,,,,,,
2867,13.541,,,,1152.3524,2670,-1,Negative,,,,,1153.3597,(M-H)-,,,,,,
2868,1.342,,,,749.2456,2664,-1,Negative,,,,,750.2528,(M-H)-,,,,,,
2869,7.484,,,,980.5164,2664,-1,Negative,,,,,981.5236,(M-H)-,,,,,,
2870,3.160,,,,819.2490,2664,-1,Negative,,,,,820.2563,(M-H)-,,,,,,
2871,1.708,,,,552.3101,2658,-1,Negative,,,,,553.3173,(M-H)-,,,,,,
2872,5.331,,,,964.4185,2653,-1,Negative,,,,,965.4258,(M-H)-,,,,,,
2873,13.206,,,,820.7413,2649,-1,Negative,,,,,821.7486,(M-H)-,,,,,,
2874,1.260,,,,458.3128,2645,-1,Negative,,,,,459.3201,(M-H)-,,,,,,
2875,9.851,,,,689.5903,2642,-1,Negative,,,,,690.5975,(M-H)-,,,,,,
2876,8.483,,,,647.4662,2641,-1,Negative,,,,,648.4735,(M-H)-,,,,,,
2877,6.261,,,,920.4667,2641,-1,Negative,,,,,921.4740,(M-H)-,,,,,,
2878,0.814,,,,497.2937,2639,-1,Negative,,,,,498.3010,(M-H)-,,,,,,
2879,2.894,,,,406.2416,2639,-1,Negative,,,,,407.2489,(M-H)-,,,,,,
2880,6.666,,,,552.4633,2636,-1,Negative,,,,,553.4706,(M-H)-,,,,,,
2881,1.955,,,,647.3197,2636,-1,Negative,,,,,648.3269,(M-H)-,,,,,,
2882,14.573,,,,984.8960,2635,-1,Negative,,,,,985.9033,(M-H)-,,,,,,
2883,1.176,,,,455.1018,2634,-1,Negative,,,,,456.1090,(M-H)-,,,,,,
2884,4.878,,,,825.4725,2632,-1,Negative,,,,,826.4798,(M-H)-,,,,,,
2885,11.309,,,,826.6324,2628,-1,Negative,,,,,827.6397,(M-H)-,,,,,,
2886,1.771,,,,718.2893,2627,-1,Negative,,,,,719.2966,(M-H)-,,,,,,
2887,8.456,,,,684.5568,2626,-1,Negative,,,,,685.5641,(M-H)-,,,,,,
2888,10.373,,,,1098.7549,2626,-1,Negative,,,,,1099.7622,(M-H)-,,,,,,
2889,8.042,,,,1269.0449,2626,-1,Negative,,,,,1270.0522,(M-H)-,,,,,,
2890,1.931,,,,700.3046,2622,-1,Negative,,,,,701.3119,(M-H)-,,,,,,
2891,4.106,,,,617.2743,2622,-1,Negative,,,,,618.2816,(M-H)-,,,,,,
2892,2.016,,,,313.2383,2621,-1,Negative,,,,,314.2456,(M-H)-,,,,,,
2893,5.827,,,,696.4105,2618,-1,Negative,,,,,697.4178,(M-H)-,,,,,,
2894,11.554,,,,900.7066,2618,-1,Negative,,,,,901.7139,(M-H)-,,,,,,
2895,6.853,,,,627.4986,2616,-1,Negative,,,,,628.5059,(M-H)-,,,,,,
2896,1.106,,,,597.3048,2615,-1,Negative,,,,,598.3121,(M-H)-,,,,,,
2897,12.970,,,,724.6830,2614,-1,Negative,,,,,725.6903,(M-H)-,,,,,,
2898,9.550,,,,760.5672,2613,-1,Negative,,,,,761.5745,(M-H)-,,,,,,
2899,1.176,,,,529.2576,2610,-1,Negative,,,,,530.2649,(M-H)-,,,,,,
2900,9.598,,,,1342.1034,2607,-1,Negative,,,,,1343.1107,(M-H)-,,,,,,
2901,9.302,,,,880.5004,2606,-1,Negative,,,,,881.5077,(M-H)-,,,,,,
2902,11.751,,,,778.6175,2604,-1,Negative,,,,,779.6248,(M-H)-,,,,,,
2903,14.672,,,,1403.9956,2600,-1,Negative,,,,,1405.0029,(M-H)-,,,,,,
2904,1.000,,,,213.1498,2597,-1,Negative,,,,,214.1571,(M-H)-,,,,,,
2905,4.983,,,,589.3897,2596,-1,Negative,,,,,590.3970,(M-H)-,,,,,,
2906,12.043,,,,738.6626,2596,-1,Negative,,,,,739.6698,(M-H)-,,,,,,
2907,2.551,,,,1129.6681,2595,-1,Negative,,,,,1130.6754,(M-H)-,,,,,,
2908,4.801,,,,427.3216,2590,-1,Negative,,,,,428.3288,(M-H)-,,,,,,
2909,6.303,,,,1017.4664,2588,-1,Negative,,,,,1018.4736,(M-H)-,,,,,,
2910,1.346,,,,755.2646,2585,-1,Negative,,,,,756.2718,(M-H)-,,,,,,
2911,14.328,,,,932.8204,2584,-1,Negative,,,,,933.8276,(M-H)-,,,,,,
2912,12.738,,,,760.4864,2582,-2,Negative,,,,,1522.9873,(M-2H)-2,,,,,,
2913,9.548,,,,1322.0968,2582,-1,Negative,,,,,1323.1041,(M-H)-,,,,,,
2914,2.159,,,,293.2123,2574,-1,Negative,,,,,294.2195,(M-H)-,,,,,,
2915,6.284,,,,1023.4811,2570,-1,Negative,,,,,1024.4883,(M-H)-,,,,,,
2916,8.379,,,,1494.0808,2569,-1,Negative,,,,,1495.0881,(M-H)-,,,,,,
2917,14.458,,,,1114.9103,2566,-1,Negative,,,,,1115.9176,(M-H)-,,,,,,
2918,13.596,,,,1163.8532,2565,-2,Negative,,,,,2329.7210,(M-2H)-2,,,,,,
2919,6.534,,,,877.2171,2564,-1,Negative,,,,,878.2244,(M-H)-,,,,,,
2920,0.877,,,,241.1808,2562,-1,Negative,,,,,242.1881,(M-H)-,,,,,,
2921,12.051,,,,750.6001,2559,-1,Negative,,,,,751.6073,(M-H)-,,,,,,
2922,1.091,,,,402.2320,2558,-1,Negative,,,,,403.2393,(M-H)-,,,,,,
2923,5.325,,,,490.3571,2555,-1,Negative,,,,,491.3643,(M-H)-,,,,,,
2924,11.154,,,,795.5933,2554,-1,Negative,,,,,796.6006,(M-H)-,,,,,,
2925,4.396,,,,485.3483,2549,-1,Negative,,,,,486.3556,(M-H)-,,,,,,
2926,11.491,,,,914.6498,2545,-1,Negative,,,,,915.6571,(M-H)-,,,,,,
2927,4.890,,,,295.2646,2544,-1,Negative,,,,,296.2719,(M-H)-,,,,,,
2928,12.266,,,,892.7372,2544,-1,Negative,,,,,893.7445,(M-H)-,,,,,,
2929,7.577,,,,892.4653,2542,-1,Negative,,,,,893.4725,(M-H)-,,,,,,
2930,1.375,,,,687.2768,2537,-1,Negative,,,,,688.2840,(M-H)-,,,,,,
2931,4.495,,,,868.3426,2537,-1,Negative,,,,,869.3499,(M-H)-,,,,,,
2932,9.599,,,,1386.1303,2535,-1,Negative,,,,,1387.1376,(M-H)-,,,,,,
2933,14.279,,,,1059.8597,2535,-1,Negative,,,,,1060.8669,(M-H)-,,,,,,
2934,6.435,,,,903.5617,2529,-1,Negative,Oxidized phosphatidylinositol,OxPI 18:0_20:3+1O,,C47H85O14P,904.5677,(M-H)-,903.5604,1.4,1.4,61.37,OxPI 38:3+1O,1,OxPI 18:0/20:3+s1d0,100.0
2935,10.715,,,,886.6150,2525,-1,Negative,,,,,887.6222,(M-H)-,,,,,,
2936,9.314,,,,988.6128,2505,-1,Negative,,,,,989.6201,(M-H)-,,,,,,
2937,11.882,,,,1054.7825,2503,-1,Negative,,,,,1055.7898,(M-H)-,,,,,,
2938,1.534,,,,570.2115,2501,-1,Negative,,,,,571.2188,(M-H)-,,,,,,
2939,2.304,,,,456.2400,2500,-1,Negative,,,,,457.2473,(M-H)-,,,,,,
2940,4.999,,,,552.1833,2494,-1,Negative,,,,,553.1906,(M-H)-,,,,,,
2941,12.210,,,,952.7080,2494,-1,Negative,,,,,953.7153,(M-H)-,,,,,,
2942,4.265,,,,667.3884,2488,-1,Negative,,,,,668.3956,(M-H)-,,,,,,
2943,5.965,,,,646.4713,2488,-1,Negative,,,,,647.4786,(M-H)-,,,,,,
2944,10.501,,,,1442.1930,2487,-1,Negative,,,,,1443.2003,(M-H)-,,,,,,
2945,10.863,,,,674.5849,2481,-1,Negative,,,,,675.5921,(M-H)-,,,,,,
2946,10.488,,,,626.5715,2480,-1,Negative,,,,,627.5788,(M-H)-,,,,,,
2947,9.728,,,,895.6824,2479,-1,Negative,,,,,896.6897,(M-H)-,,,,,,
2948,3.199,,,,557.3617,2478,-1,Negative,,,,,558.3690,(M-H)-,,,,,,
2949,4.574,,,,401.2631,2478,-1,Negative,,,,,402.2704,(M-H)-,,,,,,
2950,11.152,,,,1406.2251,2472,-1,Negative,,,,,1407.2323,(M-H)-,,,,,,
2951,4.958,,,,940.4837,2469,-1,Negative,,,,,941.4910,(M-H)-,,,,,,
2952,12.764,,,,982.7855,2465,-1,Negative,,,,,983.7927,(M-H)-,,,,,,
2953,4.385,,,,594.3974,2464,-1,Negative,,,,,595.4047,(M-H)-,,,,,,
2954,1.876,,,,455.2023,2461,-1,Negative,,,,,456.2096,(M-H)-,,,,,,
2955,8.795,,,,960.5499,2460,-1,Negative,,,,,961.5572,(M-H)-,,,,,,
2956,9.696,,,,964.6289,2459,-1,Negative,,,,,965.6362,(M-H)-,,,,,,
2957,3.462,,,,701.3443,2459,-1,Negative,,,,,702.3516,(M-H)-,,,,,,
2958,5.414,,,,429.2944,2457,-1,Negative,,,,,430.3017,(M-H)-,,,,,,
2959,2.329,,,,670.2883,2457,-1,Negative,,,,,671.2955,(M-H)-,,,,,,
2960,6.219,,,,577.4526,2457,-1,Negative,,,,,578.4599,(M-H)-,,,,,,
2961,9.619,,,,838.5950,2457,-1,Negative,,,,,839.6022,(M-H)-,,,,,,
2962,7.330,,,,755.5220,2454,-1,Negative,,,,,756.5293,(M-H)-,,,,,,
2963,12.630,,,,1151.8125,2453,-1,Negative,,,,,1152.8197,(M-H)-,,,,,,
2964,0.792,,,,277.1446,2453,-1,Negative,,,,,278.1519,(M-H)-,,,,,,
2965,7.539,,,,684.5022,2452,-1,Negative,,,,,685.5094,(M-H)-,,,,,,
2966,5.986,,,,899.5298,2451,-1,Negative,,,,,900.5371,(M-H)-,,,,,,
2967,2.776,,,,703.3458,2450,-1,Negative,,,,,704.3531,(M-H)-,,,,,,
2968,5.060,,,,443.2471,2450,-1,Negative,,,,,444.2544,(M-H)-,,,,,,
2969,1.926,,,,496.3011,2449,-1,Negative,,,,,497.3083,(M-H)-,,,,,,
2970,5.211,,,,699.3886,2444,-1,Negative,,,,,700.3959,(M-H)-,,,,,,
2971,11.156,,,,705.6042,2439,-1,Negative,,,,,706.6115,(M-H)-,,,,,,
2972,7.624,,,,675.5157,2436,-1,Negative,,,,,676.5229,(M-H)-,,,,,,
2973,10.304,,,,1084.7103,2435,-1,Negative,,,,,1085.7175,(M-H)-,,,,,,
2974,3.860,,,,669.3386,2433,-1,Negative,,,,,670.3459,(M-H)-,,,,,,
2975,10.418,,,,1351.1719,2433,-1,Negative,,,,,1352.1791,(M-H)-,,,,,,
2976,14.297,,,,1389.9771,2433,-1,Negative,,,,,1390.9844,(M-H)-,,,,,,
2977,7.870,,,,880.3935,2432,-2,Negative,,,,,1762.8015,(M-2H)-2,,,,,,
2978,4.217,,,,428.3164,2431,-1,Negative,,,,,429.3237,(M-H)-,,,,,,
2979,9.060,,,,851.5649,2428,-1,Negative,,,,,852.5721,(M-H)-,,,,,,
2980,7.467,,,,654.5105,2427,-1,Negative,,,,,655.5177,(M-H)-,,,,,,
2981,7.450,,,,934.5037,2427,-1,Negative,,,,,935.5110,(M-H)-,,,,,,
2982,6.522,,,,767.4847,2425,-1,Negative,,,,,768.4919,(M-H)-,,,,,,
2983,10.847,,,,1004.7267,2425,-1,Negative,,,,,1005.7340,(M-H)-,,,,,,
2984,1.758,,,,1067.6099,2425,-1,Negative,,,,,1068.6172,(M-H)-,,,,,,
2985,12.537,,,,1465.9122,2424,-1,Negative,,,,,1466.9195,(M-H)-,,,,,,
2986,13.455,,,,822.7546,2423,-1,Negative,,,,,823.7619,(M-H)-,,,,,,
2987,16.291,,,,876.8206,2422,-1,Negative,,,,,877.8279,(M-H)-,,,,,,
2988,14.480,,,,1137.9517,2420,-1,Negative,,,,,1138.9590,(M-H)-,,,,,,
2989,2.875,,,,625.3130,2419,-1,Negative,,,,,626.3202,(M-H)-,,,,,,
2990,9.802,,,,658.5442,2419,-1,Negative,,,,,659.5515,(M-H)-,,,,,,
2991,10.782,,,,1163.7478,2418,-1,Negative,,,,,1164.7550,(M-H)-,,,,,,
2992,3.247,,,,625.4232,2416,-1,Negative,,,,,626.4305,(M-H)-,,,,,,
2993,3.252,,,,494.3259,2416,-1,Negative,,,,,495.3332,(M-H)-,,,,,,
2994,13.928,,,,1019.8408,2415,-1,Negative,,,,,1020.8481,(M-H)-,,,,,,
2995,11.496,,,,1052.7681,2415,-1,Negative,,,,,1053.7754,(M-H)-,,,,,,
2996,13.412,,,,1487.9346,2413,-1,Negative,,,,,1488.9419,(M-H)-,,,,,,
2997,3.874,,,,746.2436,2413,-1,Negative,,,,,747.2509,(M-H)-,,,,,,
2998,8.295,,,,889.5252,2413,-2,Negative,,,,,1781.0649,(M-2H)-2,,,,,,
2999,9.687,,,,592.3643,2413,-2,Negative,,,,,1186.7432,(M-2H)-2,,,,,,
3000,0.941,,,,379.2126,2412,-1,Negative,,,,,380.2198,(M-H)-,,,,,,
3001,1.357,,,,617.0904,2408,-1,Negative,,,,,618.0977,(M-H)-,,,,,,
3002,9.894,,,,602.5295,2408,-1,Negative,,,,,603.5367,(M-H)-,,,,,,
3003,11.307,,,,973.6713,2406,-1,Negative,,,,,974.6786,(M-H)-,,,,,,
3004,14.286,,,,1053.8839,2406,-1,Negative,,,,,1054.8911,(M-H)-,,,,,,
3005,12.821,,,,1483.9608,2402,-1,Negative,,,,,1484.9680,(M-H)-,,,,,,
3006,10.901,,,,780.3926,2401,-1,Negative,,,,,781.3999,(M-H)-,,,,,,
3007,10.900,,,,959.6556,2400,-1,Negative,,,,,960.6628,(M-H)-,,,,,,
3008,5.258,,,,351.2521,2399,-1,Negative,,,,,352.2594,(M-H)-,,,,,,
3009,9.155,,,,686.5740,2397,-1,Negative,,,,,687.5813,(M-H)-,,,,,,
3010,3.791,,,,766.3079,2396,-1,Negative,,,,,767.3152,(M-H)-,,,,,,
3011,2.549,,,,584.3213,2394,-1,Negative,,,,,585.3286,(M-H)-,,,,,,
3012,0.813,,,,654.3787,2392,-1,Negative,,,,,655.3860,(M-H)-,,,,,,
3013,7.188,,,,729.5051,2391,-1,Negative,,,,,730.5123,(M-H)-,,,,,,
3014,5.550,,,,633.4371,2389,-1,Negative,,,,,634.4444,(M-H)-,,,,,,
3015,1.486,,,,477.2484,2389,-1,Negative,,,,,478.2557,(M-H)-,,,,,,
3016,10.208,,,,878.6393,2388,-1,Negative,,,,,879.6466,(M-H)-,,,,,,
3017,9.981,,,,1047.6200,2387,-1,Negative,,,,,1048.6273,(M-H)-,,,,,,
3018,7.865,,,,879.1731,2387,-2,Negative,,,,,1760.3607,(M-2H)-2,,,,,,
3019,5.703,,,,646.4728,2386,-1,Negative,,,,,647.4800,(M-H)-,,,,,,
3020,5.932,,,,944.4662,2385,-1,Negative,,,,,945.4735,(M-H)-,,,,,,
3021,6.596,,,,712.2936,2385,-1,Negative,,,,,713.3009,(M-H)-,,,,,,
3022,9.288,,,,950.6095,2381,-1,Negative,,,,,951.6167,(M-H)-,,,,,,
3023,6.180,,,,991.5520,2381,-1,Negative,,,,,992.5593,(M-H)-,,,,,,
3024,6.660,,,,620.4512,2379,-1,Negative,,,,,621.4585,(M-H)-,,,,,,
3025,10.457,,,,883.6909,2377,-1,Negative,,,,,884.6982,(M-H)-,,,,,,
3026,3.587,,,,681.2961,2377,-1,Negative,,,,,682.3033,(M-H)-,,,,,,
3027,3.895,,,,642.3000,2376,-1,Negative,,,,,643.3073,(M-H)-,,,,,,
3028,10.465,,,,1494.2224,2376,-1,Negative,,,,,1495.2296,(M-H)-,,,,,,
3029,14.265,,,,1085.8765,2375,-1,Negative,,,,,1086.8838,(M-H)-,,,,,,
3030,15.991,,,,794.9498,2374,-1,Negative,,,,,795.9571,(M-H)-,,,,,,
3031,8.097,,,,642.5195,2374,-1,Negative,,,,,643.5268,(M-H)-,,,,,,
3032,5.676,,,,1083.4362,2373,-1,Negative,,,,,1084.4434,(M-H)-,,,,,,
3033,13.531,,,,1385.9468,2370,-1,Negative,,,,,1386.9540,(M-H)-,,,,,,
